品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
Wurth Elektronik,74406043471,WE-LQFS,4828,,,,,,Power Inductor,"Rated current: R ""> Rated Current 0.26 A | Saturation current: SAT ""> Saturation Current 0.18 A",https://www.we-online.com/en/components/products/WE-LQFS,"DC resistance: DC max. ""> DC Resistance 2803 mΩ | Fres: res ""> Self Resonant Frequency 4.7 MHz | Q: Mount SMT",功率电感,SMT,4828,4.8 x 4.8 x 2.8 mm,"L=Inductance 470 µH | Ir=R ""> Rated Current 0.26 A | Isat=SAT ""> Saturation Current 0.18 A | DCR=DC max. ""> DC Resistance 2803 mΩ | Fres=res ""> Self Resonant Frequency 4.7 MHz | Q=Mount SMT",Active,4.8,4.8,2.8,https://www.we-online.com/en/components/products/WE-LQFS,Wurth official WE-LQFS page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784831047068,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 6.8 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 44 mΩ",共模电感,THT,,Length 44.5 mm x Width 28 mm x Height 44.5 mm mm,"IR=R ""> Rated Current 6.8 A | L=Inductance 4.7 mH | DCR=DC ""> DC Resistance 44 mΩ | Length 44.5 mm x Width 28 mm x Height 44.5 mm",New,Length 44.5 mm,Width 28 mm,Height 44.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784830039080,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 8 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 31 mΩ",共模电感,THT,,Length 39.5 mm x Width 23 mm x Height 39.5 mm mm,"IR=R ""> Rated Current 8 A | L=Inductance 3.9 mH | DCR=DC ""> DC Resistance 31 mΩ | Length 39.5 mm x Width 23 mm x Height 39.5 mm",New,Length 39.5 mm,Width 23 mm,Height 39.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784831034090,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 9 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 27 mΩ",共模电感,THT,,Length 44.5 mm x Width 28 mm x Height 44.5 mm mm,"IR=R ""> Rated Current 9 A | L=Inductance 3.4 mH | DCR=DC ""> DC Resistance 27 mΩ | Length 44.5 mm x Width 28 mm x Height 44.5 mm",New,Length 44.5 mm,Width 28 mm,Height 44.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784830025103,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 10.3 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 18 mΩ",共模电感,THT,,Length 39.5 mm x Width 23 mm x Height 39.5 mm mm,"IR=R ""> Rated Current 10.3 A | L=Inductance 2.5 mH | DCR=DC ""> DC Resistance 18 mΩ | Length 39.5 mm x Width 23 mm x Height 39.5 mm",New,Length 39.5 mm,Width 23 mm,Height 39.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784830017132,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 13.2 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 10 mΩ",共模电感,THT,,Length 40 mm x Width 23 mm x Height 39.5 mm mm,"IR=R ""> Rated Current 13.2 A | L=Inductance 1.7 mH | DCR=DC ""> DC Resistance 10 mΩ | Length 40 mm x Width 23 mm x Height 39.5 mm",New,Length 40 mm,Width 23 mm,Height 39.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784831020133,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 13.3 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 13 mΩ",共模电感,THT,,Length 45.5 mm x Width 28 mm x Height 44.5 mm mm,"IR=R ""> Rated Current 13.3 A | L=Inductance 2 mH | DCR=DC ""> DC Resistance 13 mΩ | Length 45.5 mm x Width 28 mm x Height 44.5 mm",New,Length 45.5 mm,Width 28 mm,Height 44.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784831016164,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 16.4 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 8.5 mΩ",共模电感,THT,,Length 46.5 mm x Width 28 mm x Height 44.5 mm mm,"IR=R ""> Rated Current 16.4 A | L=Inductance 1.6 mH | DCR=DC ""> DC Resistance 8.5 mΩ | Length 46.5 mm x Width 28 mm x Height 44.5 mm",New,Length 46.5 mm,Width 28 mm,Height 44.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784830010185,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 18.5 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 5.5 mΩ",共模电感,THT,,Length 41.5 mm x Width 23 mm x Height 39.5 mm mm,"IR=R ""> Rated Current 18.5 A | L=Inductance 1 mH | DCR=DC ""> DC Resistance 5.5 mΩ | Length 41.5 mm x Width 23 mm x Height 39.5 mm",New,Length 41.5 mm,Width 23 mm,Height 39.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784831010205,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 20.5 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 5.5 mΩ",共模电感,THT,,Length 46.5 mm x Width 28 mm x Height 44.5 mm mm,"IR=R ""> Rated Current 20.5 A | L=Inductance 1 mH | DCR=DC ""> DC Resistance 5.5 mΩ | Length 46.5 mm x Width 28 mm x Height 44.5 mm",New,Length 46.5 mm,Width 28 mm,Height 44.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,784830007215,WE-CMAHV,,,,,,,High Voltage Common Mode Choke,"Rated current: R ""> Rated Current 21.5 A",https://www.we-online.com/en/components/products/WE-CMAHV,"DC resistance: DC ""> DC Resistance 3.8 mΩ",共模电感,THT,,Length 42.5 mm x Width 23 mm x Height 39.5 mm mm,"IR=R ""> Rated Current 21.5 A | L=Inductance 0.7 mH | DCR=DC ""> DC Resistance 3.8 mΩ | Length 42.5 mm x Width 23 mm x Height 39.5 mm",New,Length 42.5 mm,Width 23 mm,Height 39.5 mm,https://www.we-online.com/en/components/products/WE-CMAHV,Wurth official WE-CMAHV page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,748020024,WE-CCMF,0504,,,,,,Common Mode Filter,"Common mode attenuation: Status Active i | Production is active. Expected lifetime: >10 years. | Test condition: (SCC 2,1) ""> Common Mode Attenuation 30 dB",https://www.we-online.com/en/components/products/WE-CCMF,"Cut-off frequency: (SCC 2,1) ""> Common Mode Attenuation 2450 MHz | Rated voltage: c ""> Cut-Off Frequency 8 GHz | DCR: R ""> Rated Voltage 5 V (DC) | Current: DC max. ""> DC Resistance 2.5 Ω | ISO: R ""> Rated Current 300 mA",共模电感,SMT,0504,1.25 x 1 x 0.8 mm,"1.25 x 1 x 0.8 mm | Status Active i | Production is active. Expected lifetime: >10 years. | (SCC 2,1) ""> Common Mode Attenuation 2450 MHz | c ""> Cut-Off Frequency 8 GHz | R ""> Rated Voltage 5 V (DC) | DC max. ""> DC Resistance 2.5 Ω | R ""> Rated Current 300 mA",Downloads 11 files EDA models: Components ZIP ALT Altium_WE-CCMF (rev22b).IntLib | 40.5 KB CDS Cadence_WE-CCMF (rev21a).zip | 188.5 KB EAG Eagle_WE-CCMF (rev20b).lbr | 15.2 KB KIC KiCad_WE-CCMF (rev25b).zip | 22.8 KB ZUK Cadstar_WE-CCMF (rev20a).zip | 5.1 KB CAD files ZIP 3D 3D_WE-CCMF_7480xxxxx (rev1).pdf | 70.4 KB IGS Download_IGS-WE-CCMF-748020024 (rev1).igs | 292.4 KB STP Download_STP-WE-CCMF-748020024 (rev1).stp | 84.4 KB Electric models ZIP ADS ADS_WE-CCMF (rev24a).zip | 1.9 MB PSP PSpice_WE-CCMF (rev22a).zip | 15 KB S S-Parameter_748020024 (rev20a).s4p | 351.5 KB Download all 11 files as zip archive ZIP,1.25,1,0.8,https://www.we-online.com/en/components/products/WE-CCMF,Wurth official WE-CCMF page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,748030024,WE-CCMF,0504,,,,,,Common Mode Filter,"Common mode attenuation: Status Active i | Production is active. Expected lifetime: >10 years. | Test condition: (SCC 2,1) ""> Common Mode Attenuation 30 dB",https://www.we-online.com/en/components/products/WE-CCMF,"Cut-off frequency: (SCC 2,1) ""> Common Mode Attenuation 2450 MHz | Rated voltage: c ""> Cut-Off Frequency 12 GHz | DCR: R ""> Rated Voltage 5 V (DC) | Current: DC max. ""> DC Resistance 2.5 Ω | ISO: R ""> Rated Current 300 mA",共模电感,SMT,0504,1.25 x 1 x 0.8 mm,"1.25 x 1 x 0.8 mm | Status Active i | Production is active. Expected lifetime: >10 years. | (SCC 2,1) ""> Common Mode Attenuation 2450 MHz | c ""> Cut-Off Frequency 12 GHz | R ""> Rated Voltage 5 V (DC) | DC max. ""> DC Resistance 2.5 Ω | R ""> Rated Current 300 mA",Downloads 10 files EDA models: Components ZIP ALT Altium_WE-CCMF (rev22b).IntLib | 40.5 KB CDS Cadence_WE-CCMF (rev21a).zip | 188.5 KB EAG Eagle_WE-CCMF (rev20b).lbr | 15.2 KB KIC KiCad_WE-CCMF (rev25b).zip | 22.8 KB ZUK Cadstar_WE-CCMF (rev20a).zip | 5.1 KB CAD files ZIP 3D 3D-WE-CCMF (rev1).pdf | 70.4 KB IGS IGS_WE-CCMF (rev1).igs | 878.4 KB STP STP-WE-CCMF (rev1).stp | 269.7 KB Electric models ZIP ADS ADS_WE-CCMF (rev24a).zip | 1.9 MB S S-Parameter_748030024 (rev20a).s4p | 761.4 KB Download all 10 files as zip archive ZIP,1.25,1,0.8,https://www.we-online.com/en/components/products/WE-CCMF,Wurth official WE-CCMF page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,748032455,WE-CCMF,0504,,,,,,Common Mode Filter,"Common mode attenuation: Status Active i | Production is active. Expected lifetime: >10 years. | Test condition: (SCC 2,1) ""> Common Mode Attenuation 20 dB",https://www.we-online.com/en/components/products/WE-CCMF,"Cut-off frequency: (SCC 2,1) ""> Common Mode Attenuation 2450 & 5500 MHz | Rated voltage: c ""> Cut-Off Frequency 12 GHz | DCR: R ""> Rated Voltage 5 V (DC) | Current: DC max. ""> DC Resistance 2.5 Ω | ISO: R ""> Rated Current 300 mA",共模电感,SMT,0504,1.25 x 1 x 0.8 mm,"1.25 x 1 x 0.8 mm | Status Active i | Production is active. Expected lifetime: >10 years. | (SCC 2,1) ""> Common Mode Attenuation 2450 & 5500 MHz | c ""> Cut-Off Frequency 12 GHz | R ""> Rated Voltage 5 V (DC) | DC max. ""> DC Resistance 2.5 Ω | R ""> Rated Current 300 mA",Downloads 10 files EDA models: Components ZIP ALT Altium_WE-CCMF (rev22b).IntLib | 40.5 KB CDS Cadence_WE-CCMF (rev21a).zip | 188.5 KB EAG Eagle_WE-CCMF (rev20b).lbr | 15.2 KB KIC KiCad_WE-CCMF (rev25b).zip | 22.8 KB ZUK Cadstar_WE-CCMF (rev20a).zip | 5.1 KB CAD files ZIP 3D 3D-WE-CCMF (rev1).pdf | 70.4 KB IGS IGS_WE-CCMF (rev1).igs | 878.4 KB STP STP_WE-CCMF (rev1).stp | 269.7 KB Electric models ZIP ADS ADS_WE-CCMF (rev24a).zip | 1.9 MB S S-Parameter_748032455 (rev20a).s4p | 701.9 KB Download all 10 files as zip archive ZIP,1.25,1,0.8,https://www.we-online.com/en/components/products/WE-CCMF,Wurth official WE-CCMF page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7427511,WE-SUKW,,,,,,,SMT Inductor / RF choke,"Impedance @100MHz: Status Active i | Production is active. Expected lifetime: >10 years. | Impedance @25MHz: DC max. ""> DC Resistance 11 mΩ",https://www.we-online.com/en/components/products/WE-SUKW,"Rated current: Impedance @ 100 MHz 416 Ω | DC resistance: R ""> Rated Current 9 A | Pad dimension: Impedance @ 25 MHz 272 Ω",磁珠,SMT,,Pad Dimension 2 mm x Length 8 mm x Width 5 mm mm,"Status Active i | Production is active. Expected lifetime: >10 years. | Impedance @ 100 MHz 416 Ω | R ""> Rated Current 9 A | DC max. ""> DC Resistance 11 mΩ | Impedance @ 25 MHz 272 Ω | Pad Dimension 2 mm x Length 8 mm x Width 5 mm",Downloads 8 files EDA models: Components ZIP ALT WE-SUKW (rev22c).IntLib | 69 KB CDS Cadence_WE-SUKW (rev22a).zip | 543.5 KB EAG Eagle_WE-SUKW (rev23a).lbr | 14.8 KB KIC KiCad_WE-SUKW (rev25b).zip | 1.2 MB ZUK Cadstar_WE-SUKW (rev19a).zip | 5.7 KB CAD files ZIP IGS 7427511 (rev1).igs | 921.5 KB STP 7427511 (rev1).stp | 125.1 KB Electric models ZIP PSP PSpice_WE-SUKW (rev22a).zip | 2.8 KB Download all 8 files as zip archive ZIP,Pad Dimension 2 mm,Length 8 mm,Width 5 mm,https://www.we-online.com/en/components/products/WE-SUKW,Wurth official WE-SUKW page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7427512,WE-SUKW,,,,,,,SMT Inductor / RF choke,"Impedance @100MHz: Status Active i | Production is active. Expected lifetime: >10 years. | Impedance @25MHz: DC max. ""> DC Resistance 12 mΩ",https://www.we-online.com/en/components/products/WE-SUKW,"Rated current: Impedance @ 100 MHz 580 Ω | DC resistance: R ""> Rated Current 8.5 A | Pad dimension: Impedance @ 25 MHz 425 Ω",磁珠,SMT,,Pad Dimension 2 mm x Length 11 mm x Width 5 mm mm,"Status Active i | Production is active. Expected lifetime: >10 years. | Impedance @ 100 MHz 580 Ω | R ""> Rated Current 8.5 A | DC max. ""> DC Resistance 12 mΩ | Impedance @ 25 MHz 425 Ω | Pad Dimension 2 mm x Length 11 mm x Width 5 mm",Downloads 9 files EDA models: Components ZIP ALT WE-SUKW (rev22c).IntLib | 69 KB CDS Cadence_WE-SUKW (rev22a).zip | 543.5 KB EAG Eagle_WE-SUKW (rev23a).lbr | 14.8 KB KIC KiCad_WE-SUKW (rev25b).zip | 1.2 MB ZUK Cadstar_WE-SUKW (rev19a).zip | 5.7 KB CAD files ZIP 3D 3D_WE-SUKW_7427512 (rev1).pdf | 230.2 KB IGS 7427512 (rev1).igs | 581.5 KB STP 7427512 (rev1).stp | 165.3 KB Electric models ZIP PSP PSpice_WE-SUKW (rev22a).zip | 2.8 KB Download all 9 files as zip archive ZIP,Pad Dimension 2 mm,Length 11 mm,Width 5 mm,https://www.we-online.com/en/components/products/WE-SUKW,Wurth official WE-SUKW page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847803100,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847803270,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847803330,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847803390,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847803560,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847803680,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847803820,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847804100,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847804101,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847804120,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847804150,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847804180,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit 784780,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit 784780,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Wurth Elektronik,7847804181,WE-MCI,0402,,,,,,Automotive RF Inductor,Product series: Product series WE-MCI Multilayer Ceramic SMT Inductor,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Design kit: Design Kit –,功率电感,SMT,0402,,Product series WE-MCI Multilayer Ceramic SMT Inductor | Design Kit –,Active,,,,https://www.we-online.com/en/components/products/am/we_automotive_rf_inductors,Wurth official WE-MCI page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
