品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
Bourns,6000,6000,9 Dia x 12.2 Ht,,,,,,Power Inductor,Inductance range: 1 - 47000 uH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.08 - 10 A,功率电感,SMT,6000,9 Dia x 12.2 Ht,9 Dia x 12.2 Ht | 1 - 47000 uH | 0.08 - 10 A,Active,9,12.2,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,6100,6100,11 Dia x 10.5 Ht,,,,,,Power Inductor,Inductance range: 10 - 18000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.16 - 6.3 A,功率电感,SMT,6100,11 Dia x 10.5 Ht,11 Dia x 10.5 Ht | 10 - 18000 µH | 0.16 - 6.3 A,Active,11,10.5,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,70F,70F,10 mm Dia x 48 mm Lg,,,,,,Power Inductor,Inductance range: 50000 - 100000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: ,功率电感,SMT,,10 mm Dia x 48 mm Lg,10 mm Dia x 48 mm Lg | 50000 - 100000 µH,Active,10,48,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,77F,77F,4 Dia x 10.4 Lg,,,,,,Power Inductor,Inductance range: 1 - 1000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.1 - 0.9 A,功率电感,SMT,,4 Dia x 10.4 Lg,4 Dia x 10.4 Lg | 1 - 1000 µH | 0.1 - 0.9 A,Active,4,10.4,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,78F,78F,2.8 Dia x 7.1 Lg,,,,,,Power Inductor,Inductance range: 0.033 - 1000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.04 - 0.5 A,功率电感,SMT,,2.8 Dia x 7.1 Lg,2.8 Dia x 7.1 Lg | 0.033 - 1000 µH | 0.04 - 0.5 A,Active,2.8,7.1,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,8230,8230,3 Dia x 7.6 Lg,,,,,,Power Inductor,Inductance range: 0.1 - 1000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.04 - 1.1 A,功率电感,SMT,8230,3 Dia x 7.6 Lg,3 Dia x 7.6 Lg | 0.1 - 1000 µH | 0.04 - 1.1 A,Active,3,7.6,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,8250,8250,4.2 Dia x 11.4 Lg,,,,,,Power Inductor,Inductance range: 0.1 - 100000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.02 - 3 A,功率电感,SMT,8250,4.2 Dia x 11.4 Lg,4.2 Dia x 11.4 Lg | 0.1 - 100000 µH | 0.02 - 3 A,Active,4.2,11.4,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,9230,9230,2.4 Dia x 6.4 Lg,,,,,,Power Inductor,Inductance range: 0.1 - 1000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.04 - 1.1 A,功率电感,SMT,9230,2.4 Dia x 6.4 Lg,2.4 Dia x 6.4 Lg | 0.1 - 1000 µH | 0.04 - 1.1 A,Active,2.4,6.4,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,9250A,9250A,4.2 Dia x 10.4 Lg,,,,,,Power Inductor,Inductance range: 0.1 - 8200 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.26 - 1.8 A,功率电感,SMT,9250,4.2 Dia x 10.4 Lg,4.2 Dia x 10.4 Lg | 0.1 - 8200 µH | 0.26 - 1.8 A,Active,4.2,10.4,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL110,RL110,10 Dia x 10 Ht,,,,,,Power Inductor,Inductance range: 10 - 1000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.53 - 5.3 A,功率电感,SMT,,10 Dia x 10 Ht,10 Dia x 10 Ht | 10 - 1000 µH | 0.53 - 5.3 A,Active,10,10,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL181S,RL181S,10.5 Dia x 14 Ht,,,,,,Power Inductor,Inductance range: 1000 - 12000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.01 - 0.09 A,功率电感,SMT,,10.5 Dia x 14 Ht,10.5 Dia x 14 Ht | 1000 - 12000 µH | 0.01 - 0.09 A,Active,10.5,14,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL181S-124J-RC,RL181S,10.5 Dia x 14 Ht,,,,,,Power Inductor,Inductance range: 1000 - 12000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.01 - 0.09 A,功率电感,SMT,,10.5 Dia x 14 Ht,10.5 Dia x 14 Ht | 1000 - 12000 µH | 0.01 - 0.09 A,Active,10.5,14,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL181S-124H-RC,RL181S,10.5 Dia x 14 Ht,,,,,,Power Inductor,Inductance range: 1000 - 12000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.01 - 0.09 A,功率电感,SMT,,10.5 Dia x 14 Ht,10.5 Dia x 14 Ht | 1000 - 12000 µH | 0.01 - 0.09 A,Active,10.5,14,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL622,RL622,11 Dia x 8.5 Ht,,,,,,Power Inductor,Inductance range: 1 - 100000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.2 - 10 A,功率电感,SMT,,11 Dia x 8.5 Ht,11 Dia x 8.5 Ht | 1 - 100000 µH | 0.2 - 10 A,Active,11,8.5,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL822,RL822,11 Dia x 8.5 Ht,,,,,,Power Inductor,Inductance range: 1 - 1000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.16 - 3.7 A,功率电感,SMT,,11 Dia x 8.5 Ht,11 Dia x 8.5 Ht | 1 - 1000 µH | 0.16 - 3.7 A,Active,11,8.5,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL824,RL824,10.5 Dia x 15.5 Ht,,,,,,Power Inductor,Inductance range: 10 - 3900 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.18 - 2.2 A,功率电感,SMT,,10.5 Dia x 15.5 Ht,10.5 Dia x 15.5 Ht | 10 - 3900 µH | 0.18 - 2.2 A,Active,10.5,15.5,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RL895,RL895,7.8 Dia x 9.5 Ht,,,,,,Power Inductor,Inductance range: 10 - 47000 µH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.04 - 2.6 A,功率电感,SMT,,7.8 Dia x 9.5 Ht,7.8 Dia x 9.5 Ht | 10 - 47000 µH | 0.04 - 2.6 A,Active,7.8,9.5,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,RLB9012,RLB9012,9012,,,,,,Power Inductor,Inductance range: 0.001 - 47 mH,https://www.bourns.com/products/magnetic-products/rf-inductors,Current range: 0.08 - 10 A,功率电感,SMT,9012,,9012 | 0.001 - 47 mH | 0.08 - 10 A,Active,,,,https://www.bourns.com/products/magnetic-products/rf-inductors,Bourns official RF inductor page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1060R,AC1060R,10.55 x 6.35 x 5.9 mm,,,,,,RF choke,Inductance range: 90 - 538 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2 - 3.5 A,功率电感,SMT,10.55 x 6.35 x 5.9 mm,10.55 x 6.35 x 5.9 mm,10.55 x 6.35 x 5.9 mm | 90 - 538 nH | 2 - 3.5 A,Active,10.55,6.35,5.9,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2213R,AC2213R,2.21 x 1.42 x 1.37 mm,,,,,,RF choke,Inductance range: 1.65 - 5.45 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 1.6 A,功率电感,SMT,2.21 x 1.42 x 1.37 mm,2.21 x 1.42 x 1.37 mm,2.21 x 1.42 x 1.37 mm | 1.65 - 5.45 nH | 1.6 A,Active,2.21,1.42,1.37,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3028SQ-27N,AC3028SQ,2.67 ~ 3.3 x 2.67 x 2.79 mm,,27,NH,,,RF choke,Inductance range: 27 – 47 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 – 5.5 A,功率电感,SMT,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm | 27 – 47 nH | 4.4 – 5.5 A,Active,2.67,3.3,2.67,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3028SQ-30N,AC3028SQ,2.67 ~ 3.3 x 2.67 x 2.79 mm,,30,NH,,,RF choke,Inductance range: 27 – 47 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 – 5.5 A,功率电感,SMT,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm | 27 – 47 nH | 4.4 – 5.5 A,Active,2.67,3.3,2.67,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3028SQ-33N,AC3028SQ,2.67 ~ 3.3 x 2.67 x 2.79 mm,,33,NH,,,RF choke,Inductance range: 27 – 47 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 – 5.5 A,功率电感,SMT,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm | 27 – 47 nH | 4.4 – 5.5 A,Active,2.67,3.3,2.67,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3028SQ-36N,AC3028SQ,2.67 ~ 3.3 x 2.67 x 2.79 mm,,36,NH,,,RF choke,Inductance range: 27 – 47 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 – 5.5 A,功率电感,SMT,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm | 27 – 47 nH | 4.4 – 5.5 A,Active,2.67,3.3,2.67,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3028SQ-39N,AC3028SQ,2.67 ~ 3.3 x 2.67 x 2.79 mm,,39,NH,,,RF choke,Inductance range: 27 – 47 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 – 5.5 A,功率电感,SMT,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm | 27 – 47 nH | 4.4 – 5.5 A,Active,2.67,3.3,2.67,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3028SQ-43N,AC3028SQ,2.67 ~ 3.3 x 2.67 x 2.79 mm,,43,NH,,,RF choke,Inductance range: 27 – 47 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 – 5.5 A,功率电感,SMT,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm | 27 – 47 nH | 4.4 – 5.5 A,Active,2.67,3.3,2.67,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3028SQ-47N,AC3028SQ,2.67 ~ 3.3 x 2.67 x 2.79 mm,,47,NH,,,RF choke,Inductance range: 27 – 47 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 – 5.5 A,功率电感,SMT,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm,2.67 ~ 3.3 x 2.67 x 2.79 mm | 27 – 47 nH | 4.4 – 5.5 A,Active,2.67,3.3,2.67,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3630R,AC3630R,3.68 x 3.05 x 3.18 mm,,,,,,RF choke,Inductance range: 2.5 - 18.5 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4 A,功率电感,SMT,3.68 x 3.05 x 3.18 mm,3.68 x 3.05 x 3.18 mm,3.68 x 3.05 x 3.18 mm | 2.5 - 18.5 nH | 4 A,Active,3.68,3.05,3.18,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC4013R,AC4013R,4.04 x 1.42 x 1.37 mm,,,,,,RF choke,Inductance range: 5.6 - 12.55 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 1.6 A,功率电感,SMT,4.04 x 1.42 x 1.37 mm,4.04 x 1.42 x 1.37 mm,4.04 x 1.42 x 1.37 mm | 5.6 - 12.55 nH | 1.6 A,Active,4.04,1.42,1.37,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC4842R,AC4842R,4.83 x 3.81 x 4.2 mm,,,,,,RF choke,Inductance range: 22 - 120 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 1.5 - 3.5 A,功率电感,SMT,4.83 x 3.81 x 4.2 mm,4.83 x 3.81 x 4.2 mm,4.83 x 3.81 x 4.2 mm | 22 - 120 nH | 1.5 - 3.5 A,Active,4.83,3.81,4.2,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC5037SQ-47N,AC5037SQ,4.06 ~ 5.84 x 3.56 x 3.73 mm,,47,NH,,,RF choke,Inductance range: 47 – 82 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.9 – 5.6 A,功率电感,SMT,4.06 ~ 5.84 x 3.56 x 3.73 mm,4.06 ~ 5.84 x 3.56 x 3.73 mm,4.06 ~ 5.84 x 3.56 x 3.73 mm | 47 – 82 nH | 4.9 – 5.6 A,Active,4.06,5.84,3.56,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC5037SQ-68N,AC5037SQ,4.06 ~ 5.84 x 3.56 x 3.73 mm,,68,NH,,,RF choke,Inductance range: 47 – 82 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.9 – 5.6 A,功率电感,SMT,4.06 ~ 5.84 x 3.56 x 3.73 mm,4.06 ~ 5.84 x 3.56 x 3.73 mm,4.06 ~ 5.84 x 3.56 x 3.73 mm | 47 – 82 nH | 4.9 – 5.6 A,Active,4.06,5.84,3.56,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC5037SQ-82N,AC5037SQ,4.06 ~ 5.84 x 3.56 x 3.73 mm,,82,NH,,,RF choke,Inductance range: 47 – 82 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.9 – 5.6 A,功率电感,SMT,4.06 ~ 5.84 x 3.56 x 3.73 mm,4.06 ~ 5.84 x 3.56 x 3.73 mm,4.06 ~ 5.84 x 3.56 x 3.73 mm | 47 – 82 nH | 4.9 – 5.6 A,Active,4.06,5.84,3.56,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC6830R,AC6830R,6.86 x 3.05 x 3.18 mm,,,,,,RF choke,Inductance range: 17.5 - 43 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4 A,功率电感,SMT,6.86 x 3.05 x 3.18 mm,6.86 x 3.05 x 3.18 mm,6.86 x 3.05 x 3.18 mm | 17.5 - 43 nH | 4 A,Active,6.86,3.05,3.18,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1614SQ-5N5,ACXX14SQ,1.30 ~ 2.59 x 1.83 x 1.40 mm,,,,,,RF choke,Inductance range: 5.5 – 19.4 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.9 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm | 5.5 – 19.4 nH | 2.9 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1614SQ-6N0,ACXX14SQ,1.30 ~ 2.59 x 1.83 x 1.40 mm,,,,,,RF choke,Inductance range: 5.5 – 19.4 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.9 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm | 5.5 – 19.4 nH | 2.9 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1614SQ-8N9,ACXX14SQ,1.30 ~ 2.59 x 1.83 x 1.40 mm,,,,,,RF choke,Inductance range: 5.5 – 19.4 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.9 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm | 5.5 – 19.4 nH | 2.9 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2014SQ-15N,ACXX14SQ,1.30 ~ 2.59 x 1.83 x 1.40 mm,,15,NH,,,RF choke,Inductance range: 5.5 – 19.4 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.9 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm | 5.5 – 19.4 nH | 2.9 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2014SQ-12N,ACXX14SQ,1.30 ~ 2.59 x 1.83 x 1.40 mm,,12,NH,,,RF choke,Inductance range: 5.5 – 19.4 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.9 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm | 5.5 – 19.4 nH | 2.9 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2014SQ-19N,ACXX14SQ,1.30 ~ 2.59 x 1.83 x 1.40 mm,,19,NH,,,RF choke,Inductance range: 5.5 – 19.4 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.9 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm,1.30 ~ 2.59 x 1.83 x 1.40 mm | 5.5 – 19.4 nH | 2.9 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1615SQ-6N9,ACXX15SQ,1.30 ~ 2.59 x 1.83 x 1.52 mm,,,,,,RF choke,Inductance range: 6.9 – 22 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.7 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm | 6.9 – 22 nH | 2.7 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1615SQ-10N,ACXX15SQ,1.30 ~ 2.59 x 1.83 x 1.52 mm,,10,NH,,,RF choke,Inductance range: 6.9 – 22 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.7 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm | 6.9 – 22 nH | 2.7 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1615SQ-11N,ACXX15SQ,1.30 ~ 2.59 x 1.83 x 1.52 mm,,11,NH,,,RF choke,Inductance range: 6.9 – 22 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.7 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm | 6.9 – 22 nH | 2.7 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2015SQ-13N,ACXX15SQ,1.30 ~ 2.59 x 1.83 x 1.52 mm,,13,NH,,,RF choke,Inductance range: 6.9 – 22 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.7 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm | 6.9 – 22 nH | 2.7 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2015SQ-17N,ACXX15SQ,1.30 ~ 2.59 x 1.83 x 1.52 mm,,17,NH,,,RF choke,Inductance range: 6.9 – 22 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.7 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm | 6.9 – 22 nH | 2.7 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2015SQ-22N,ACXX15SQ,1.30 ~ 2.59 x 1.83 x 1.52 mm,,22,NH,,,RF choke,Inductance range: 6.9 – 22 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 2.7 A,功率电感,SMT,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm,1.30 ~ 2.59 x 1.83 x 1.52 mm | 6.9 – 22 nH | 2.7 A,Active,1.30,2.59,1.83,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
