品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,工作温度,官网链接,数据来源,数据状态,校验时间,校验备注,额定电流,DCR,电感值,电感单位,电感误差,饱和电流,屏蔽类型,系列说明,_model_rule_authority
Vishay(威世),IHLP1210BZEZ-5A,IHLP1210BZEZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (165 °C) Series",功率电感,SMT,1210,,L=0.47~4.7uH | Irms=12A | Isat=8.2A | Case=1210 | Temp=-55 to +165,Production,,,,-55 to +165,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,12,,0.47,uH,,8.2,,"IHLP® Automotive Inductors, High Temperature (165 °C) Series",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP1210BZEZ-5Z,IHLP1210BZEZ-5Z,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Temperature (165 °C) Series",功率电感,SMT,1210,,L=0.47~4.7uH | Irms=12A | Isat=8.2A | Case=1210 | Temp=-55 to +165,Production,,,,-55 to +165,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,12,,0.47,uH,,8.2,,"IHLP® Commercial Inductors, High Temperature (165 °C) Series",vishay_ihlp_power_inductors
Vishay(威世),IHLP2020AB-01,IHLP2020AB-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 5.7 x 5.4 x 1.2",功率电感,SMT,2020,5.7 x 5.4 x 1.2 mm,L=0.1~4.7uH | Irms=13.5A | Isat=35A | Case=2020 | 5.7 x 5.4 x 1.2 mm | Temp=-55 to +125,Production,5.7,5.4,1.2,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,13.5,,0.1,uH,,35,,"IHLP® Commercial Inductors, High Saturation Series 5.7 x 5.4 x 1.2",vishay_ihlp_power_inductors
Vishay(威世),IHLP2020AB-A1,IHLP2020AB-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 5.7 x 5.4 x 1.2",功率电感,SMT,2020,5.7 x 5.4 x 1.2 mm,L=0.1~4.7uH | Irms=13.5A | Isat=35A | Case=2020 | 5.7 x 5.4 x 1.2 mm | Temp=-55 to +125,Production,5.7,5.4,1.2,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,13.5,,0.1,uH,,35,,"IHLP® Automotive Inductors, High Saturation Series 5.7 x 5.4 x 1.2",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP2020BZ-01,IHLP2020BZ-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 5.7 x 5.4 x 2.0",功率电感,SMT,2020,5.7 x 5.4 x 2.0 mm,L=0.1~10uH | Irms=17A | Isat=45A | Case=2020 | 5.7 x 5.4 x 2.0 mm | Temp=-55 to +125,Production,5.7,5.4,2.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,17,,0.1,uH,,45,,"IHLP® Commercial Inductors, High Saturation Series 5.7 x 5.4 x 2.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP3232CZ-01,IHLP3232CZ-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 8.0 x 8.0 x 3.0",功率电感,SMT,3232,8 x 8 x 3.0 mm,L=0.22~10uH | Irms=32A | Isat=43A | Case=3232 | 8 x 8 x 3.0 mm | Temp=-55 to +125,Production,8,8,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,32,,0.22,uH,,43,,"IHLP® Commercial Inductors, High Saturation Series 8.0 x 8.0 x 3.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP3232CZ-11,IHLP3232CZ-11,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, Low DCR Series 8.0 x 8.0 x 3.0",功率电感,SMT,3232,8 x 8 x 3.0 mm,L=0.22~33uH | Irms=36A | Isat=24A | Case=3232 | 8 x 8 x 3.0 mm | Temp=-55 to +125,Production,8,8,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,36,,0.22,uH,,24,,"IHLP® Commercial Inductors, Low DCR Series 8.0 x 8.0 x 3.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP3232CZ-1A,IHLP3232CZ-1A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Low DCR Series 8.0 x 8.0 x 3.0",功率电感,SMT,3232,8 x 8 x 3.0 mm,L=0.22~22uH | Irms=36A | Isat=24A | Case=3232 | 8 x 8 x 3.0 mm | Temp=-55 to +125,Production,8,8,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,36,,0.22,uH,,24,,"IHLP® Automotive Inductors, Low DCR Series 8.0 x 8.0 x 3.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP3232CZ-A1,IHLP3232CZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 8.0 x 8.0 x 3.0",功率电感,SMT,3232,8 x 8 x 3.0 mm,L=0.22~10uH | Irms=32A | Isat=43A | Case=3232 | 8 x 8 x 3.0 mm | Temp=-55 to +125,Production,8,8,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,32,,0.22,uH,,43,,"IHLP® Automotive Inductors, High Saturation Series 8.0 x 8.0 x 3.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP3232DZ-01,IHLP3232DZ-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 8.0 x 8.0 x 4.0",功率电感,SMT,3232,8 x 8 x 4.0 mm,L=0.22~10uH | Irms=30.7A | Isat=45A | Case=3232 | 8 x 8 x 4.0 mm | Temp=-55 to +125,Production,8,8,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,30.7,,0.22,uH,,45,,"IHLP® Commercial Inductors, High Saturation Series 8.0 x 8.0 x 4.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP3232DZ-11,IHLP3232DZ-11,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, Low DCR Series 8.0 x 8.0 x 4.0",功率电感,SMT,3232,8 x 8 x 4.0 mm,L=0.22~33uH | Irms=34A | Isat=22A | Case=3232 | 8 x 8 x 4.0 mm | Temp=-55 to +125,Production,8,8,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,34,,0.22,uH,,22,,"IHLP® Commercial Inductors, Low DCR Series 8.0 x 8.0 x 4.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP3232DZ-1A,IHLP3232DZ-1A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Low DCR Series 8.0 x 8.0 x 4.0",功率电感,SMT,3232,8 x 8 x 4.0 mm,L=0.22~33uH | Irms=34A | Isat=22A | Case=3232 | 8 x 8 x 4.0 mm | Temp=-55 to +125,Production,8,8,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,34,,0.22,uH,,22,,"IHLP® Automotive Inductors, Low DCR Series 8.0 x 8.0 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP3232DZ-51,IHLP3232DZ-51,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Temperature (155 °C) Series 8.0 x 8.0 x 4.0",功率电感,SMT,3232,8 x 8 x 4.0 mm,L=0.22~33uH | Irms=36A | Isat=32A | Case=3232 | 8 x 8 x 4.0 mm | Temp=-55 to +155,Production,8,8,4.0,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,36,,0.22,uH,,32,,"IHLP® Commercial Inductors, High Temperature (155 °C) Series 8.0 x 8.0 x 4.0",vishay_ihlp_power_inductors
Vishay(威世),IHLP3232DZ-5A,IHLP3232DZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 8.0 x 8.0 x 4.0",功率电感,SMT,3232,8 x 8 x 4.0 mm,L=0.22~33uH | Irms=36A | Isat=32A | Case=3232 | 8 x 8 x 4.0 mm | Temp=-55 to +155,Production,8,8,4.0,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,36,,0.22,uH,,32,,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 8.0 x 8.0 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP3232DZ-8A,IHLP3232DZ-8A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 8.0 x 8.0 x 4.0",功率电感,SMT,3232,8 x 8 x 4.0 mm,L=0.22~33uH | Irms=36A | Isat=32A | Case=3232 | 8 x 8 x 4.0 mm | Temp=-55 to +180,Production,8,8,4.0,-55 to +180,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,36,,0.22,uH,,32,,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 8.0 x 8.0 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP3232DZ-A1,IHLP3232DZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 8.0 x 8.0 x 4.0",功率电感,SMT,3232,8 x 8 x 4.0 mm,L=0.22~10uH | Irms=30.7A | Isat=45A | Case=3232 | 8 x 8 x 4.0 mm | Temp=-55 to +125,Production,8,8,4.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,30.7,,0.22,uH,,45,,"IHLP® Automotive Inductors, High Saturation Series 8.0 x 8.0 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP5050EZ-5A,IHLP5050EZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 13.6 x 12.9 x 5.0",功率电感,SMT,5050,13.6 x 12.9 x 5.0 mm,L=0.22~82uH | Irms=68.18A | Isat=69.24A | Case=5050 | 13.6 x 12.9 x 5.0 mm | Temp=-55 to +155,Production,13.6,12.9,5.0,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,68.18,,0.22,uH,,69.24,,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 13.6 x 12.9 x 5.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP5050EZ-A1,IHLP5050EZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 13.6 x 12.9 x 5.0",功率电感,SMT,5050,13.6 x 12.9 x 5.0 mm,L=0.1~15uH | Irms=55A | Isat=118A | Case=5050 | 13.6 x 12.9 x 5.0 mm | Temp=-55 to +125,Production,13.6,12.9,5.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,55,,0.1,uH,,118,,"IHLP® Automotive Inductors, High Saturation Series 13.6 x 12.9 x 5.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP5050FD-01,IHLP5050FD-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, High Saturation Series 13.6 x 12.9 x 6.5 / 6.4",功率电感,SMT,5050,13.6 x 12.9 x 6.5 / 6.4 mm,L=0.1~10uH | Irms=60A | Isat=120A | Case=5050 | 13.6 x 12.9 x 6.5 / 6.4 mm | Temp=-55 to +125,Production,13.6,12.9,6.5 / 6.4,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,60,,0.1,uH,,120,,"IHLP® Commercial Inductors, High Saturation Series 13.6 x 12.9 x 6.5 / 6.4",vishay_ihlp_power_inductors
Vishay(威世),IHLP5050FD-0P,IHLP5050FD-0P,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"IHLP® Commercial Inductors, Low AC Loss, High Temperature (155 °C) Series 13.6 x 12.9 x 6.5 / 6.4",功率电感,SMT,5050,13.6 x 12.9 x 6.5 / 6.4 mm,L=1~10uH | Irms=37.9A | Isat=36.5A | Case=5050 | 13.6 x 12.9 x 6.5 / 6.4 mm | Temp=-55 to +155,Production,13.6,12.9,6.5 / 6.4,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,37.9,,1,uH,,36.5,,"IHLP® Commercial Inductors, Low AC Loss, High Temperature (155 °C) Series 13.6 x 12.9 x 6.5 / 6.4",vishay_ihlp_power_inductors
Vishay(威世),IHLP5050FD-5A,IHLP5050FD-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 13.6 x 12.9 x 6.5 / 6.4",功率电感,SMT,5050,13.6 x 12.9 x 6.5 / 6.4 mm,L=0.22~100uH | Irms=66A | Isat=68A | Case=5050 | 13.6 x 12.9 x 6.5 / 6.4 mm | Temp=-55 to +155,Production,13.6,12.9,6.5 / 6.4,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,66,,0.22,uH,,68,,"IHLP® Automotive Inductors, High Temperature (155 °C) Series 13.6 x 12.9 x 6.5 / 6.4",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP5050FD-8A,IHLP5050FD-8A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 13.6 x 12.9 x 6.5 / 6.4",功率电感,SMT,5050,13.6 x 12.9 x 6.5 / 6.4 mm,L=0.22~100uH | Irms=66A | Isat=68A | Case=5050 | 13.6 x 12.9 x 6.5 / 6.4 mm | Temp=-55 to +180,Production,13.6,12.9,6.5 / 6.4,-55 to +180,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,66,,0.22,uH,,68,,"IHLP® Automotive Inductors, High Temperature (180 °C) Series 13.6 x 12.9 x 6.5 / 6.4",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP5050FD-A1,IHLP5050FD-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, High Saturation Series 13.6 x 12.9 x 6.5 / 6.4",功率电感,SMT,5050,13.6 x 12.9 x 6.5 / 6.4 mm,L=0.1~15uH | Irms=60A | Isat=120A | Case=5050 | 13.6 x 12.9 x 6.5 / 6.4 mm | Temp=-55 to +125,Production,13.6,12.9,6.5 / 6.4,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,60,,0.1,uH,,120,,"IHLP® Automotive Inductors, High Saturation Series 13.6 x 12.9 x 6.5 / 6.4",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP5050FD-AP,IHLP5050FD-AP,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Low AC Loss, High Temperature (155 °C) Series 13.6 x 12.9 x 6.5 / 6.4",功率电感,SMT,5050,13.6 x 12.9 x 6.5 / 6.4 mm,L=1~10uH | Irms=37.9A | Isat=36.5A | Case=5050 | 13.6 x 12.9 x 6.5 / 6.4 mm | Temp=-55 to +155,Production,13.6,12.9,6.5 / 6.4,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,37.9,,1,uH,,36.5,,"IHLP® Automotive Inductors, Low AC Loss, High Temperature (155 °C) Series 13.6 x 12.9 x 6.5 / 6.4",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP505WFD-5A,IHLP505WFD-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Wide Terminal for High Shock and Vibration",功率电感,SMT,505W,,L=0.22~100uH | Irms=66A | Isat=68A | Case=505W | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,66,,0.22,uH,,68,,"IHLP® Automotive Inductors, Wide Terminal for High Shock and Vibration",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLP6767GZ-1A,IHLP6767GZ-1A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"IHLP® Automotive Inductors, Low DCR Series 17.9 x 17.1 x 7.0",功率电感,SMT,6767,17.9 x 17.1 x 7.0 mm,L=0.33~100uH | Irms=75.5A | Isat=66A | Case=6767 | 17.9 x 17.1 x 7.0 mm | Temp=-55 to +125,Production,17.9,17.1,7.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,75.5,,0.33,uH,,66,,"IHLP® Automotive Inductors, Low DCR Series 17.9 x 17.1 x 7.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHLW-4040CF-11,IHLW-4040CF-11,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"Low Profile, High Current Inductor - Winged Terminals 11.5 x 10.3 x",功率电感,SMT,4040,11.5 x 10.3 x 3.6 mm,L=0.1~2.2uH | Irms=55A | Isat=48A | Case=4040 | 11.5 x 10.3 x 3.6 mm | Temp=-55 to +125,Production,11.5,10.3,3.6,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,55,,0.1,uH,,48,,"Low Profile, High Current Inductor - Winged Terminals 11.5 x 10.3 x",vishay_ihlp_power_inductors
Vishay(威世),IHLW-5050CE-01,IHLW-5050CE-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"Low Profile, High Current Inductors - Winged Terminals 13.6 x 12.9 x 3.5",功率电感,SMT,5050,13.6 x 12.9 x 3.5 mm,L=0.1~10uH | Irms=43A | Isat=84A | Case=5050 | 13.6 x 12.9 x 3.5 mm | Temp=-55 to +125,Production,13.6,12.9,3.5,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,43,,0.1,uH,,84,,"Low Profile, High Current Inductors - Winged Terminals 13.6 x 12.9 x 3.5",vishay_ihlp_power_inductors
Vishay(威世),IHPT-A,IHPT-A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay automotive power inductor series,功率电感,SMT,,,Temp=-40 to +105,Production,,,,-40 to +105,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,,,,,,,,Vishay automotive power inductor series,vishay_ihlp_power_inductors_automotive
Vishay(威世),IHSR-1616AB-01,IHSR-1616AB-01,,,,,,,Commercial/Industrial power inductor,PageGroup=Commercial/Industrial,https://www.vishay.com/en/inductors/ihlp-power-inductors/,"Commercial Power Inductors, Ultra Low DCR, High Saturation Series 4.7 x 4.3 x 1.2",功率电感,SMT,1616,4.7 x 4.3 x 1.2 mm,L=0.033~0.068uH | Irms=37A | Isat=41A | Case=1616 | 4.7 x 4.3 x 1.2 mm | Temp=-55 to +125,Production,4.7,4.3,1.2,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Commercial/Industrial parametric table,37,,0.033,uH,,41,,"Commercial Power Inductors, Ultra Low DCR, High Saturation Series 4.7 x 4.3 x 1.2",vishay_ihlp_power_inductors
Vishay(威世),IHSR-1616AB-A1,IHSR-1616AB-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive Power Inductors, Ultra Low DCR, High Saturation Series 4.7 x 4.3 x 1.2",功率电感,SMT,1616,4.7 x 4.3 x 1.2 mm,L=0.033~0.068uH | Irms=37A | Isat=41A | Case=1616 | 4.7 x 4.3 x 1.2 mm | Temp=-55 to +125,Production,4.7,4.3,1.2,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,37,,0.033,uH,,41,,"Automotive Power Inductors, Ultra Low DCR, High Saturation Series 4.7 x 4.3 x 1.2",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHSR-4040DZ-5A,IHSR-4040DZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive Inductors, High Temperature (155 °C) Series 11.5 x 10.3 x 4.0",功率电感,SMT,4040,11.5 x 10.3 x 4.0 mm,L=0.13uH | Irms=72A | Isat=63A | Case=4040 | 11.5 x 10.3 x 4.0 mm | Temp=-55 to +155,Production,11.5,10.3,4.0,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,72,,0.13,uH,,63,,"Automotive Inductors, High Temperature (155 °C) Series 11.5 x 10.3 x 4.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHSR-6767GZ-5A,IHSR-6767GZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive Inductor, Ultra Low DCR, High Temperature (155 °C) Series 17.9 x 17.1 x 7.0",功率电感,SMT,6767,17.9 x 17.1 x 7.0 mm,L=0.22uH | Irms=100A | Isat=107A | Case=6767 | 17.9 x 17.1 x 7.0 mm | Temp=-55 to +155,Production,17.9,17.1,7.0,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,100,,0.22,uH,,107,,"Automotive Inductor, Ultra Low DCR, High Temperature (155 °C) Series 17.9 x 17.1 x 7.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHSR2020-A,IHSR2020-A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive Inductors, Low Inductance, Ultra Low DCR With Options Between High Temperature 155 °C and High Saturation Rating 5.7 x 5.4 x 3.0",功率电感,SMT,2020,5.7 x 5.4 x 3.0 mm,L=0.056~0.14uH | Irms=65A | Isat=73A | Case=2020 | 5.7 x 5.4 x 3.0 mm | Temp=-55 to +125,Production,5.7,5.4,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,65,,0.056,uH,,73,,"Automotive Inductors, Low Inductance, Ultra Low DCR With Options Between High Temperature 155 °C and High Saturation Rating 5.7 x 5.4 x 3.0",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHSR2525-A,IHSR2525-A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive Inductors, Low Inductance, Ultra Low DCR With Options Between High Temperature 155 °C and High Saturation Rating 7.2 x 6.7 x 3.0",功率电感,SMT,2525,7.2 x 6.7 x 3.0 mm,L=0.056~0.1uH | Irms=58A | Isat=62A | Case=2525 | 7.2 x 6.7 x 3.0 mm | Temp=-55 to +125,Production,7.2,6.7,3.0,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,58,,0.056,uH,,62,,"Automotive Inductors, Low Inductance, Ultra Low DCR With Options Between High Temperature 155 °C and High Saturation Rating 7.2 x 6.7 x 3.0",vishay_ihlp_power_inductors_automotive
