品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,工作温度,官网链接,数据来源,数据状态,校验时间,校验备注,额定电流,DCR,电感值,电感单位,电感误差,饱和电流,屏蔽类型,系列说明,_model_rule_authority,_body_size
Bourns(伯恩斯),SRR4818A,SRR4818A,4818,,,,,,Power Inductor,MDS: SRR4818A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,4818,4.8 x 4.8 x 1.8 mm,L=1~47uH | Irms=0.75~5.1A | Case=4818 | 4.8 x 4.8 x 1.8 mm | Magnetically Shielded Type,Production,4.8,4.8,1.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,5.1,,1,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,4.8 x 4.8 x 1.8 mm
Bourns(伯恩斯),SRR4828A,SRR4828A,4828,,,,,,Power Inductor,MDS: SRR4828A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,4828,4.8 x 4.8 x 2.8 mm,L=1.2~220uH | Irms=0.5~5A | Case=4828 | 4.8 x 4.8 x 2.8 mm | Magnetically Shielded Type,Production,4.8,4.8,2.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,5,,1.2,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,4.8 x 4.8 x 2.8 mm
Bourns(伯恩斯),SRR5228A,SRR5228A,5228,,,,,,Power Inductor,MDS: SRR5228A (1R2Y-121M) SRR5228A (151M-102M),Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,5228,5.2 x 5.2 x 2.8 mm,L=1.2~1000uH | Irms=0.21~5.2A | Case=5228 | 5.2 x 5.2 x 2.8 mm | Magnetically Shielded Type,Production,5.2,5.2,2.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,5.2,,1.2,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,5.2 x 5.2 x 2.8 mm
Bourns(伯恩斯),SRR5828A,SRR5828A,5828,,,,,,Power Inductor,MDS: SRR5828A (2R6Y-331M) SRR5828A (681M-102M),Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,5828,5.8 x 5.8 x 2.8 mm,L=2.6~1000uH | Irms=0.21~4.5A | Case=5828 | 5.8 x 5.8 x 2.8 mm | Magnetically Shielded Type,Production,5.8,5.8,2.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,4.5,,2.6,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,5.8 x 5.8 x 2.8 mm
Bourns(伯恩斯),SRR6040A,SRR6040A,6040,,,,,,Power Inductor,"MDS: SRR6040A Series (1R0~8R2, 120~270, 390~101)",Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,6040,6.7 x 6.7 x 4 mm,L=1~100uH | Irms=0.65~5A | Case=6040 | 6.7 x 6.7 x 4 mm | Magnetically Shielded Type,Production,6.7,6.7,4,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,5,,1,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,6.7 x 6.7 x 4 mm
Bourns(伯恩斯),SRR6838A,SRR6838A,6838,,,,,,Power Inductor,MDS: SRR6838A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,6838,6.8 x 6.8 x 3.8 mm,L=1~100uH | Irms=0.75~6.8A | Case=6838 | 6.8 x 6.8 x 3.8 mm | Magnetically Shielded Type,Production,6.8,6.8,3.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,6.8,,1,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,6.8 x 6.8 x 3.8 mm
Bourns(伯恩斯),SRU1028A,SRU1028A,1028,,,,,,Power Inductor,MDS: SRU1028A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,1028,10 x 10 x 2.8 mm,L=1~150uH | Irms=0.6~7A | Case=1028 | 10 x 10 x 2.8 mm | Magnetically Shielded Type,Production,10,10,2.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,7,,1,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,10 x 10 x 2.8 mm
Bourns(伯恩斯),SRU1038A,SRU1038A,1038,,,,,,Power Inductor,MDS: SRU1038A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,1038,10 x 10 x 3.8 mm,L=1.5~330uH | Irms=0.55~7.2A | Case=1038 | 10 x 10 x 3.8 mm | Magnetically Shielded Type,Production,10,10,3.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,7.2,,1.5,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,10 x 10 x 3.8 mm
Bourns(伯恩斯),SRU1048A,SRU1048A,1048,,,,,,Power Inductor,MDS: SRU1048A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,1048,10 x 10 x 4.8 mm,L=1.5~330uH | Irms=0.65~7A | Case=1048 | 10 x 10 x 4.8 mm | Magnetically Shielded Type,Production,10,10,4.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,7,,1.5,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,10 x 10 x 4.8 mm
Bourns(伯恩斯),SRU1063A,SRU1063A,1063,,,,,,Power Inductor,MDS: SRU1063A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,1063,10 x 10 x 6.5 mm,L=4.7~100uH | Irms=1.1~5.5A | Case=1063 | 10 x 10 x 6.5 mm | Magnetically Shielded Type,Production,10,10,6.5,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,5.5,,4.7,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,10 x 10 x 6.5 mm
Bourns(伯恩斯),SRU3028A,SRU3028A,3028,,,,,,Power Inductor,MDS: SRU3028A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,3028,3.5 x 3.3 x 2.8 mm,L=10~33uH | Irms=0.47~0.72A | Case=3028 | 3.5 x 3.3 x 2.8 mm | Magnetically Shielded Type,Production,3.5,3.3,2.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,0.72,,10,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,3.5 x 3.3 x 2.8 mm
Bourns(伯恩斯),SRU5028A,SRU5028A,5028,,,,,,Power Inductor,MDS: SRU5028A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,5028,5.2 x 5.2 x 2.8 mm,L=1.2~100uH | Irms=0.47~3.5A | Case=5028 | 5.2 x 5.2 x 2.8 mm | Magnetically Shielded Type,Production,5.2,5.2,2.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,3.5,,1.2,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,5.2 x 5.2 x 2.8 mm
Bourns(伯恩斯),SRU6025A,SRU6025A,6025,,,,,,Power Inductor,MDS: SRU6025A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,6025,6.2 x 6.5 x 2.5 mm,L=1.2~220uH | Irms=0.42~4A | Case=6025 | 6.2 x 6.5 x 2.5 mm | Magnetically Shielded Type,Production,6.2,6.5,2.5,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,4,,1.2,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,6.2 x 6.5 x 2.5 mm
Bourns(伯恩斯),SRU8028A,SRU8028A,8028,,,,,,Power Inductor,MDS: SRU8028A,Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,8028,8 x 8 x 2.8 mm,L=2.5~100uH | Irms=0.75~4.5A | Case=8028 | 8 x 8 x 2.8 mm | Magnetically Shielded Type,Production,8,8,2.8,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,4.5,,2.5,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,8 x 8 x 2.8 mm
Bourns(伯恩斯),SRU8045A,SRU8045A,8045,,,,,,Power Inductor,MDS: SRU8045A (470Y-101Y) SRU8045A (3R5Y - 330Y),Design Files: Downloads,Family: AEC-Q200 Compliant,功率电感,SMT,8045,8 x 8 x 4.5 mm,L=3.5~100uH | Irms=1~5A | Case=8045 | 8 x 8 x 4.5 mm | Magnetically Shielded Type,Production,8,8,4.5,,https://bourns.com/products/magnetic-products/power-inductors-aec-q200-compliant,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns AEC-Q200 Compliant family page,5,,3.5,ΜH,,,Magnetically Shielded Type,Bourns AEC-Q200 Compliant power inductor family table,bourns_power_inductors_aec_q200_compliant,8 x 8 x 4.5 mm
