品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,工作温度,官网链接,数据来源,数据状态,校验时间,校验备注,额定电流,DCR,电感值,电感单位,电感误差,饱和电流,屏蔽类型,系列说明,_model_rule_authority,_body_size
Bourns(伯恩斯),PQ2614BHA,PQ2614BHA,2614,,,,,,Power Inductor,MDS: PQ2614BHA-xxxK,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2614,28 x 28 x 16 mm,L=2.2~33uH | Irms=30A | Case=2614 | 28 x 28 x 16 mm | Magnetically Shielded Type,Production,28,28,16,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,30,,2.2,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,28 x 28 x 16 mm
Bourns(伯恩斯),PQ2614BLA,PQ2614BLA,2614,,,,,,Power Inductor,MDS: PQ2614BLA-1R0K PQ2614BLA-xxxK,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2614,28 x 28 x 16 mm,L=1~33uH | Irms=30A | Case=2614 | 28 x 28 x 16 mm | Magnetically Shielded Type,Production,28,28,16,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,30,,1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,28 x 28 x 16 mm
Bourns(伯恩斯),PQ2617BHA,PQ2617BHA,2617,,,,,,Power Inductor,MDS: PQ2617BHA-xxxK,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2617,28 x 28 x 19 mm,L=3.3~33uH | Irms=28A | Case=2617 | 28 x 28 x 19 mm | Magnetically Shielded Type,Production,28,28,19,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,28,,3.3,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,28 x 28 x 19 mm
Bourns(伯恩斯),SRP0310F,SRP0310F,0310,,,,,,Power Inductor,MDS: SRP0310F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0310,3.3 x 3.1 x 0.8 mm,L=0.47~10uH | Irms=1.25~6A | Case=0310 | 3.3 x 3.1 x 0.8 mm | Magnetically Shielded Type,Production,3.3,3.1,0.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,6,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.3 x 3.1 x 0.8 mm
Bourns(伯恩斯),SRP0312F,SRP0312F,0312,,,,,,Power Inductor,MDS: SRP0312F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0312,3.3 x 3.1 x 1.0 mm,L=0.3~4.7uH | Irms=2.2~8.6A | Case=0312 | 3.3 x 3.1 x 1.0 mm | Magnetically Shielded Type,Production,3.3,3.1,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,8.6,,0.3,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.3 x 3.1 x 1.0 mm
Bourns(伯恩斯),SRP0408F,SRP0408F,0408,,,,,,Power Inductor,MDS: SRP0408F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0408,4.3 x 4.1 x 0.7 mm,L=6.8~10uH | Irms=1.2~1.7A | Case=0408 | 4.3 x 4.1 x 0.7 mm | Magnetically Shielded Type,Production,4.3,4.1,0.7,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,1.7,,6.8,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.3 x 4.1 x 0.7 mm
Bourns(伯恩斯),SRP0410F,SRP0410F,0410,,,,,,Power Inductor,MDS: SRP0410F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0410,4.3 x 4.1 x 0.8 mm,L=0.47~10uH | Irms=1.7~7.5A | Case=0410 | 4.3 x 4.1 x 0.8 mm | Magnetically Shielded Type,Production,4.3,4.1,0.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,7.5,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.3 x 4.1 x 0.8 mm
Bourns(伯恩斯),SRP0412F,SRP0412F,0412,,,,,,Power Inductor,MDS: SRP0412F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0412,4.3 x 4.1 x 1.0 mm,L=0.47~10uH | Irms=1.9~8.5A | Case=0412 | 4.3 x 4.1 x 1.0 mm | Magnetically Shielded Type,Production,4.3,4.1,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,8.5,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.3 x 4.1 x 1.0 mm
Bourns(伯恩斯),SRP0510F,SRP0510F,0510,,,,,,Power Inductor,MDS: SRP0510F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0510,5.4 x 5.1 x 0.8 mm,L=0.47~10uH | Irms=2~7.7A | Case=0510 | 5.4 x 5.1 x 0.8 mm | Magnetically Shielded Type,Production,5.4,5.1,0.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,7.7,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.4 x 5.1 x 0.8 mm
Bourns(伯恩斯),SRP0512F,SRP0512F,0512,,,,,,Power Inductor,MDS: SRP0512F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0512,5.4 x 5.1 x 1.0 mm,L=0.47~10uH | Irms=2.3~9A | Case=0512 | 5.4 x 5.1 x 1.0 mm | Magnetically Shielded Type,Production,5.4,5.1,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,9,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.4 x 5.1 x 1.0 mm
Bourns(伯恩斯),SRP0610F,SRP0610F,0610,,,,,,Power Inductor,MDS: SRP0610F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0610,6.1 x 6.1 x 0.8 mm,L=0.47~10uH | Irms=2.3~8.2A | Case=0610 | 6.1 x 6.1 x 0.8 mm | Magnetically Shielded Type,Production,6.1,6.1,0.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,8.2,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,6.1 x 6.1 x 0.8 mm
Bourns(伯恩斯),SRP0612F,SRP0612F,0612,,,,,,Power Inductor,MDS: SRP0612F,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,0612,6.1 x 6.1 x 1.0 mm,L=0.47~10uH | Irms=2.8~8.5A | Case=0612 | 6.1 x 6.1 x 1.0 mm | Magnetically Shielded Type,Production,6.1,6.1,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,8.5,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,6.1 x 6.1 x 1.0 mm
Bourns(伯恩斯),SRP1024HMCT,SRP1024HMCT,1024,,,,,,Power Inductor,MDS: SRP1024HMCT,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1024,10.6 x 4 x 2.2 mm,L=0.075uH | Irms=50A | Case=1024 | 10.6 x 4 x 2.2 mm | Magnetically Shielded Type,Production,10.6,4,2.2,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,50,,0.075,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,10.6 x 4 x 2.2 mm
Bourns(伯恩斯),SRP1038A,SRP1038A,1038,,,,,,Power Inductor,MDS: SRP1038A (R20M-R68M) SRP1038A (R75M-470M),Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1038,11 x 10 x 3.8 mm,L=0.2~47uH | Irms=3~35A | Case=1038 | 11 x 10 x 3.8 mm | Magnetically Shielded Type,Production,11,10,3.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,35,,0.2,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,11 x 10 x 3.8 mm
Bourns(伯恩斯),SRP1038AA,SRP1038AA,1038,,,,,,Power Inductor,MDS: SRP1038AA (2R2 - 470) (leadframe) SRP1038AA (R15 - 1R5) (non-leadframe),Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1038,11 x 10 x 3.8 mm,L=0.15~47uH | Irms=3.5~44A | Case=1038 | 11 x 10 x 3.8 mm | Magnetically Shielded Type,Production,11,10,3.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,44,,0.15,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,11 x 10 x 3.8 mm
Bourns(伯恩斯),SRP1038CC,SRP1038CC,1038,,,,,,Power Inductor,MDS: SRP1038CC_Leadframe SRP1038CC_NonLeadframe,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1038,11 x 10 x 3.8 mm,L=0.1~47uH | Irms=3.2~53A | Case=1038 | 11 x 10 x 3.8 mm | Magnetically Shielded Type,Production,11,10,3.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,53,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,11 x 10 x 3.8 mm
Bourns(伯恩斯),SRP1038WA,SRP1038WA,1038,,,,,,Power Inductor,MDS: SRP1038WA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1038,11 x 10 x 3.8 mm,Case=1038 | 11 x 10 x 3.8 mm | Magnetically Shielded Type,Production,11,10,3.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,,,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,11 x 10 x 3.8 mm
Bourns(伯恩斯),SRP1040VA,SRP1040VA,1040,,,,,,Power Inductor,MDS: SRP1040VA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1040,11 x 10 x 3.8 mm,L=1~68uH | Irms=3.5~27A | Case=1040 | 11 x 10 x 3.8 mm | Magnetically Shielded Type,Production,11,10,3.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,27,,1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,11 x 10 x 3.8 mm
Bourns(伯恩斯),SRP1050WA,SRP1050WA,1050,,,,,,Power Inductor,MDS: SRP1050WA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1050,11 x 10 x 5.1 mm,L=1~100uH | Irms=2.7~30A | Case=1050 | 11 x 10 x 5.1 mm | Magnetically Shielded Type,Production,11,10,5.1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,30,,1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,11 x 10 x 5.1 mm
Bourns(伯恩斯),SRP1238A,SRP1238A,1238,,,,,,Power Inductor,MDS: SRP1238A (R10 - R47) SRP1238A (R60 - 100),Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1238,13.5 x 12.5 x 3.3 mm,L=0.1~10uH | Irms=7~43A | Case=1238 | 13.5 x 12.5 x 3.3 mm | Magnetically Shielded Type,Production,13.5,12.5,3.3,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,43,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.5 x 12.5 x 3.3 mm
Bourns(伯恩斯),SRP1245A,SRP1245A,1245,,,,,,Power Inductor,MDS: SRP1245A (R20 - R68) SRP1245A (R82 - 220),Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1245,13.5 x 12.5 x 4.8 mm,L=0.2~22uH | Irms=6.5~52A | Case=1245 | 13.5 x 12.5 x 4.8 mm | Magnetically Shielded Type,Production,13.5,12.5,4.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,52,,0.2,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.5 x 12.5 x 4.8 mm
Bourns(伯恩斯),SRP1245CC,SRP1245CC,1245,,,,,,Power Inductor,MDS: SRP1245CC_Leadframe SRP1245CC_NonLeadframe,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1245,13.5 x 12.5 x 4.8 mm,L=0.15~22uH | Irms=7.5~55A | Case=1245 | 13.5 x 12.5 x 4.8 mm | Magnetically Shielded Type,Production,13.5,12.5,4.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,55,,0.15,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.5 x 12.5 x 4.8 mm
Bourns(伯恩斯),SRP1250,SRP1250,1250,,,,,,Power Inductor,MDS: SRP1250,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1250,13.5 x 13.9 x 5.9 mm,L=0.22~10uH | Irms=9~45A | Case=1250 | 13.5 x 13.9 x 5.9 mm | Magnetically Shielded Type,Production,13.5,13.9,5.9,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,45,,0.22,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.5 x 13.9 x 5.9 mm
Bourns(伯恩斯),SRP1265A,SRP1265A,1265,,,,,,Power Inductor,MDS: SRP1265A (R15 - R56) SRP1265A (R68 - 470),Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1265,13.5 x 12.5 x 6.2 mm,L=0.15~47uH | Irms=6.5~55A | Case=1265 | 13.5 x 12.5 x 6.2 mm | Magnetically Shielded Type,Production,13.5,12.5,6.2,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,55,,0.15,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.5 x 12.5 x 6.2 mm
Bourns(伯恩斯),SRP1265CC,SRP1265CC,1265,,,,,,Power Inductor,MDS: SRP1265CC_Leadframe SRP1265CC_NonLeadframe,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1265,13.5 x 12.5 x 6.2 mm,L=0.22~33uH | Irms=8~55A | Case=1265 | 13.5 x 12.5 x 6.2 mm | Magnetically Shielded Type,Production,13.5,12.5,6.2,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,55,,0.22,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.5 x 12.5 x 6.2 mm
Bourns(伯恩斯),SRP1265WA,SRP1265WA,1265,,,,,,Power Inductor,MDS: SRP1265WA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1265,13.6 x 12.6 x 6.2 mm,Case=1265 | 13.6 x 12.6 x 6.2 mm | Magnetically Shielded Type,Production,13.6,12.6,6.2,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,,,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.6 x 12.6 x 6.2 mm
Bourns(伯恩斯),SRP1270,SRP1270,1270,,,,,,Power Inductor,MDS: SRP1270,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1270,13.7 x 13.7 x 7 mm,L=0.32~10uH | Irms=10~46A | Case=1270 | 13.7 x 13.7 x 7 mm | Magnetically Shielded Type,Production,13.7,13.7,7,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,46,,0.32,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,13.7 x 13.7 x 7 mm
Bourns(伯恩斯),SRP1510CA,SRP1510CA,1510,,,,,,Power Inductor,MDS: SRP1510CA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1510,16.5 x 15.5 x 9.7 mm,L=4.7~33uH | Irms=18.7~43A | Case=1510 | 16.5 x 15.5 x 9.7 mm | Magnetically Shielded Type,Production,16.5,15.5,9.7,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,43,,4.7,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,16.5 x 15.5 x 9.7 mm
Bourns(伯恩斯),SRP1513CA,SRP1513CA,1513,,,,,,Power Inductor,MDS: SRP1513CA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1513,16.5 x 15.5 x 12.7 mm,L=4.7~33uH | Irms=19~44A | Case=1513 | 16.5 x 15.5 x 12.7 mm | Magnetically Shielded Type,Production,16.5,15.5,12.7,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,44,,4.7,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,16.5 x 15.5 x 12.7 mm
Bourns(伯恩斯),SRP1580CA,SRP1580CA,1580,,,,,,Power Inductor,MDS: SRP1580CA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1580,16.5 x 15.5 x 7.7 mm,Irms=35~80A | Case=1580 | 16.5 x 15.5 x 7.7 mm | Magnetically Shielded Type,Production,16.5,15.5,7.7,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,80,,,,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,16.5 x 15.5 x 7.7 mm
Bourns(伯恩斯),SRP1770CC,SRP1770CC,1770,,,,,,Power Inductor,MDS: SRP1770CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1770,17.6 x 16.9 x 6.7 mm,L=0.47~47uH | Irms=8.7~60A | Case=1770 | 17.6 x 16.9 x 6.7 mm | Magnetically Shielded Type,Production,17.6,16.9,6.7,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,60,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,17.6 x 16.9 x 6.7 mm
Bourns(伯恩斯),SRP1770TA,SRP1770TA,1770,,,,,,Power Inductor,MDS: SRP1770TA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,1770,17.3 x 16.9 x 6.7 mm,L=1~100uH | Irms=5.3~52A | Case=1770 | 17.3 x 16.9 x 6.7 mm | Magnetically Shielded Type,Production,17.3,16.9,6.7,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,52,,1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,17.3 x 16.9 x 6.7 mm
Bourns(伯恩斯),SRP2008DP,SRP2008DP,2008,,,,,,Power Inductor,MDS: SRP2008DP,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2008,2 x 1.6 x 0.8 mm,L=0.24~4.7uH | Irms=1.1~3.5A | Case=2008 | 2 x 1.6 x 0.8 mm | Magnetically Shielded Type,Production,2,1.6,0.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,3.5,,0.24,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2 x 1.6 x 0.8 mm
Bourns(伯恩斯),SRP2010,SRP2010,2010,,,,,,Power Inductor,MDS: SRP2010,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2010,2 x 1.6 x 1 mm,L=0.24~2.2uH | Irms=1.7~4.5A | Case=2010 | 2 x 1.6 x 1 mm | Magnetically Shielded Type,Production,2,1.6,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,4.5,,0.24,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2 x 1.6 x 1 mm
Bourns(伯恩斯),SRP2010DPA,SRP2010DPA,2010,,,,,,Power Inductor,MDS: SRP2010A SRP2010DPA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2010,2 x 1.6 x 1 mm,L=0.47~4.7uH | Irms=1.1~3.6A | Case=2010 | 2 x 1.6 x 1 mm | Magnetically Shielded Type,Production,2,1.6,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,3.6,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2 x 1.6 x 1 mm
Bourns(伯恩斯),SRP2010TMA,SRP2010TMA,2010,,,,,,Power Inductor,MDS: SRP2010A SRP2010TMA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2010,2 x 1.6 x 0.8 mm,L=0.24~2.2uH | Case=2010 | 2 x 1.6 x 0.8 mm | Magnetically Shielded Type,Production,2,1.6,0.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,0.24,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2 x 1.6 x 0.8 mm
Bourns(伯恩斯),SRP2012TMA,SRP2012TMA,2012,,,,,,Power Inductor,MDS: SRP2012TMA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2012,2 x 1.6 x 1 mm,L=0.22~2.2uH | Case=2012 | 2 x 1.6 x 1 mm | Magnetically Shielded Type,Production,2,1.6,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,0.22,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2 x 1.6 x 1 mm
Bourns(伯恩斯),SRP2313AA,SRP2313AA,2313,,,,,,Power Inductor,MDS: SRP2313AA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2313,23.5 x 22 x 12.6 mm,L=1~100uH | Irms=11~70A | Case=2313 | 23.5 x 22 x 12.6 mm | Magnetically Shielded Type,Production,23.5,22,12.6,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,70,,1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,23.5 x 22 x 12.6 mm
Bourns(伯恩斯),SRP2313CC,SRP2313CC,2313,,,,,,Power Inductor,MDS: SRP2313CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2313,23.5 x 22 x 12.6 mm,L=0.68~150uH | Irms=8~75A | Case=2313 | 23.5 x 22 x 12.6 mm | Magnetically Shielded Type,Production,23.5,22,12.6,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,75,,0.68,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,23.5 x 22 x 12.6 mm
Bourns(伯恩斯),SRP2510A,SRP2510A,2510,,,,,,Power Inductor,MDS: SRP2510A,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2510,2.5 x 2 x 1 mm,L=0.22~4.7uH | Irms=1.36~5.9A | Case=2510 | 2.5 x 2 x 1 mm | Magnetically Shielded Type,Production,2.5,2,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,5.9,,0.22,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2.5 x 2 x 1 mm
