品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Chilisin,SSHB10H,Dual Mode Chokes,,Ferrite,,,,,Dual Mode Chokes,Chilisin official tree,partCount=106,EMC -> Dual Mode Chokes,共模电感,SMT,,,共模电感 | Dual Mode Chokes | codes=5 | parts=106,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Dual Mode Chokes | partCount=106,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Dual Mode Chokes,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SCN-XV,Dual Mode Chokes,,Ferrite,,,,,Dual Mode Chokes,Chilisin official tree,partCount=106,EMC -> Dual Mode Chokes,共模电感,SMT,,,共模电感 | Dual Mode Chokes | codes=5 | parts=106,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Dual Mode Chokes | partCount=106,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Dual Mode Chokes,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FAH,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLD3-AW,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MR,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,AFCL 100,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,AFPI 160,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,AKCL 100,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,GTX4,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,GTX,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLCC,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLE2-R,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLD4-TH,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FBN,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLDU,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,AFPI 100,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLH,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,AFPI 190,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLDH,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,GTX Three Phase,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLD3-MH,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FAI,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FNC,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FLLE2-PV,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,AFCC 100,EMI Filters,,,,,,,EMI Filters,Chilisin official tree,partCount=111,EMC -> EMI Filters,共模电感,SMT,,,共模电感 | EMI Filters | codes=23 | parts=111,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Filters | partCount=111,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Filters,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-SR,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FG1,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,EFW,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESTX,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-FPL,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-R-B,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-R-SR,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,EFS,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,EFG2,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FS,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-R-H,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,EFF4,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,EFG3,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FF1,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,M4,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,EFA,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FX5,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-FPD-1,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-R,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESTV,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,EFX6,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-SR-XVE,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,B-20,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-FPD,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FG2,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-SR-HL,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-SR-H,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
