品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Laird(莱尔德),MGV2520124R7M-10,MGV252012,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV252012,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,功率电感,SMT,252012,2.5 x 2 x 1.2,L=4.7uH | I=1.55A | Isat=1.9A | DCR=0.24Ω | 2.5 x 2 x 1.2,Production,2.5,2,1.2,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV252012,,,,,,,,,,,,,,,1.55,0.24,,4.7,uH,,1.9,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,,,,,,,,,,,2.5 x 2 x 1.2
Laird(莱尔德),MGV2520122R2M-10,MGV252012,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV252012,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,功率电感,SMT,252012,2.5 x 2 x 1.2,L=2.2uH | I=2.27A | Isat=3A | DCR=0.1Ω | 2.5 x 2 x 1.2,Production,2.5,2,1.2,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV252012,,,,,,,,,,,,,,,2.27,0.1,,2.2,uH,,3,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,,,,,,,,,,,2.5 x 2 x 1.2
Laird(莱尔德),MGV2520121R5M-10,MGV252012,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV252012,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,功率电感,SMT,252012,2.5 x 2 x 1.2,L=1.5uH | I=2.5A | Isat=3.2A | DCR=0.08Ω | 2.5 x 2 x 1.2,Production,2.5,2,1.2,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV252012,,,,,,,,,,,,,,,2.5,0.08,,1.5,uH,,3.2,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,,,,,,,,,,,2.5 x 2 x 1.2
Laird(莱尔德),MGV2520121R0M-10,MGV252012,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV252012,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,功率电感,SMT,252012,2.5 x 2 x 1.2,L=1uH | I=3.5A | Isat=4.3A | DCR=0.05Ω | 2.5 x 2 x 1.2,Production,2.5,2,1.2,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV252012,,,,,,,,,,,,,,,3.5,0.05,,1,uH,,4.3,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv252012,,,,,,,,,,,2.5 x 2 x 1.2
Laird(莱尔德),MGV1707820M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=82uH | I=5.7A | Isat=12A | DCR=0.1Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,5.7,0.1,,82,uH,,12,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV17076R8M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=6.8uH | I=19A | Isat=39A | DCR=0.01Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,19,0.01,,6.8,uH,,39,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707680M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=68uH | I=7A | Isat=13A | DCR=0.08Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,7,0.08,,68,uH,,13,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707560M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=56uH | I=7.8A | Isat=15A | DCR=0.06Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,7.8,0.06,,56,uH,,15,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV17074R7M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=4.7uH | I=25A | Isat=50A | DCR=0.01Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,25,0.01,,4.7,uH,,50,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707470M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=47uH | I=8.7A | Isat=16A | DCR=0.06Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,8.7,0.06,,47,uH,,16,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV17073R3M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=3.3uH | I=28A | Isat=54A | DCR=0Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,28,0,,3.3,uH,,54,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707330M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=33uH | I=10.7A | Isat=20A | DCR=0.04Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,10.7,0.04,,33,uH,,20,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV17072R2M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=2.2uH | I=43.5A | Isat=62A | DCR=0Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,43.5,0,,2.2,uH,,62,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707220M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=22uH | I=12A | Isat=23A | DCR=0.03Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,12,0.03,,22,uH,,23,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV17071R5M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=1.5uH | I=47A | Isat=65A | DCR=0Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,47,0,,1.5,uH,,65,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV17071R0M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=1uH | I=52A | Isat=70A | DCR=0Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,52,0,,1,uH,,70,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707150M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=15uH | I=12.5A | Isat=27A | DCR=0.02Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,12.5,0.02,,15,uH,,27,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707101M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=100uH | I=5.3A | Isat=12A | DCR=0.12Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,5.3,0.12,,100,uH,,12,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV1707100M-10,MGV1707,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV1707,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,功率电感,SMT,1707,17.6 x 16.9 x 6.7,L=10uH | I=16.5A | Isat=29A | DCR=0.01Ω | 17.6 x 16.9 x 6.7,Production,17.6,16.9,6.7,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV1707,,,,,,,,,,,,,,,16.5,0.01,,10,uH,,29,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv1707,,,,,,,,,,,17.6 x 16.9 x 6.7
Laird(莱尔德),MGV201610SR47M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=0.47uH | I=4.5A | Isat=6.1A | DCR=0.03Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,4.5,0.03,,0.47,uH,,6.1,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV201610S2R2M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=2.2uH | I=2.2A | Isat=2.6A | DCR=0.14Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,2.2,0.14,,2.2,uH,,2.6,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV201610S1R5M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=1.5uH | I=2.4A | Isat=3.4A | DCR=0.1Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,2.4,0.1,,1.5,uH,,3.4,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV201610S1R0M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=1uH | I=3.2A | Isat=3.9A | DCR=0.06Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,3.2,0.06,,1,uH,,3.9,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV201610R68M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=0.68uH | I=3.4A | Isat=3.7A | DCR=0.05Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,3.4,0.05,,0.68,uH,,3.7,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV201610R47M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=0.47uH | I=3.5A | Isat=4.4A | DCR=0.04Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,3.5,0.04,,0.47,uH,,4.4,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV201610R33M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=0.33uH | I=4.1A | Isat=5A | DCR=0.03Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,4.1,0.03,,0.33,uH,,5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV201610R24M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=0.24uH | I=5A | Isat=5.6A | DCR=0.02Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,5,0.02,,0.24,uH,,5.6,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV2016102R2M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=2.2uH | I=1.7A | Isat=1.9A | DCR=0.15Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,1.7,0.15,,2.2,uH,,1.9,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV2016101R5M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=1.5uH | I=2A | Isat=2.5A | DCR=0.13Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,2,0.13,,1.5,uH,,2.5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
Laird(莱尔德),MGV2016101R0M-10,MGV2016,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV2016,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,功率电感,SMT,2016,2 x 1.6 x 1,L=1uH | I=2.6A | Isat=2.9A | DCR=0.07Ω | 2 x 1.6 x 1,Production,2,1.6,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV2016,,,,,,,,,,,,,,,2.6,0.07,,1,uH,,2.9,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv2016,,,,,,,,,,,2 x 1.6 x 1
